estrategia,ativo,retorno_total_%,drawdown_max_%,numero_trades,trades_por_ano,taxa_acerto_%,score_crescimento,score_fluxo,perfil,explicacao,nota_final
RSI_Bands_14_20_50,BOVA11,4.11,19.92,0,0.0,0.0,26.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.05
RSI_Bands_14_20_50,BOVA11,4.11,19.92,0,0.0,0.0,26.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.05
Donchian_55_20,COPPERFUT,9.3,28.82,0,0.0,0.0,26.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.0
Triple_MA_SMA_10_50_200,COPPERFUT,-5.0,5.55,0,0.0,0.0,25.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.9
MA_Filter_SMA_200,DOLFUT,-4.06,7.3,0,0.0,0.0,25.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.9
TrendRev_MA200_RSI14_35_65,SOYFUT,-4.06,7.16,0,0.0,0.0,25.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.9
Momentum_252d_th0pct,USDBRL,1.91,18.05,0,0.0,0.0,25.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.75
Momentum_252d_th0pct,DOLFUT,-4.08,8.15,0,0.0,0.0,25.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.75
MA_Cross_SMA_20_200,DOLFUT,0.98,17.53,0,0.0,0.0,25.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.6
RSI_Rev_14_25_75,DOLFUT,-3.95,9.29,0,0.0,0.0,25.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.6
ROC_20_th0,DOLFUT,-4.42,10.27,0,0.0,0.0,24.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.35
Triple_MA_SMA_10_50_200,COPPERFUT,8.5,32.69,0,0.0,0.0,24.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.2
TrendRev_MA200_RSI14_35_65,WTIUSD,5.37,28.2,0,0.0,0.0,24.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.1
RSI_Rev_14_25_75,USDBRL,-3.34,14.06,0,0.0,0.0,24.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.05
MA_Cross_SMA_20_200,COPPERFUT,-6.83,8.44,0,0.0,0.0,24.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.0
TrendRev_MA200_RSI14_35_65,USDBRL,-7.04,8.4,0,0.0,0.0,24.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,12.0
BB_Rev_20_2.5std_upper,BTCUSD,17.73,50.1,0,0.0,0.0,23.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.9
Triple_MA_SMA_10_50_200,DOLFUT,-7.62,8.62,0,0.0,0.0,23.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.8
Momentum_252d_th0pct,BOVA11,18.23,51.6,0,0.0,0.0,23.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.8
MA_Cross_SMA_50_200,SOYFUT,10.63,39.28,0,0.0,0.0,23.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.75
RSI_Bands_14_20_50,XAUUSD,-1.81,18.71,0,0.0,0.0,23.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.75
RSI_Bands_14_20_50,COPPERFUT,0.25,22.08,0,0.0,0.0,23.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.75
Donchian_55_20,SOYFUT,-5.99,11.52,0,0.0,0.0,23.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.75
MA_Cross_EMA_20_200,BOVA11,15.47,48.03,0,0.0,0.0,23.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.65
RSI_Rev_14_30_70,BOVA11,10.93,40.63,0,0.0,0.0,23.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.65
Momentum_126d_th5pct,WTIUSD,14.17,46.05,0,0.0,0.0,23.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.65
RSI_Bands_14_20_50,IVVB11,-6.14,12.26,0,0.0,0.0,23.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.65
MA_Cross_EMA_20_200,COPPERFUT,-8.47,8.69,0,0.0,0.0,23.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.6
MomRev_252m_21r_th-5,SOYFUT,-0.53,21.91,0,0.0,0.0,23.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.6
ZScore_60_entry2.0_exit0.0,COPPERFUT,-1.02,20.81,0,0.0,0.0,23.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.6
RSI_Rev_14_25_75,BOVA11,4.67,30.36,0,0.0,0.0,23.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.6
MA_Filter_SMA_200,COPPERFUT,12.47,43.52,0,0.0,0.0,23.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.6
MA_Cross_SMA_50_200,COPPERFUT,7.32,35.43,0,0.0,0.0,23.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.5
ZScore_60_entry2.0_exit0.0,BOVA11,1.61,25.91,0,0.0,0.0,23.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.5
MA_Cross_EMA_20_200,WTIUSD,-8.54,9.48,0,0.0,0.0,22.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.45
MomRev_252m_21r_th-5,BOVA11,-5.93,13.83,0,0.0,0.0,22.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.45
RSI_Bands_14_20_50,IVVB11,-7.18,12.06,0,0.0,0.0,22.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.4
RSI_Rev_14_30_70,BOVA11,9.44,39.84,0,0.0,0.0,22.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.4
RSI_Rev_14_30_70,SOYFUT,3.34,29.74,0,0.0,0.0,22.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.35
Momentum_252d_th0pct,BOVA11,4.7,32.62,0,0.0,0.0,22.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.3
Donchian_55_20,DOLFUT,-7.68,11.73,0,0.0,0.0,22.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.3
ZScore_60_entry2.0_exit0.0,DOLFUT,-7.47,12.6,0,0.0,0.0,22.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.25
Donchian_55_20,USDBRL,-0.73,24.05,0,0.0,0.0,22.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.2
Triple_MA_SMA_10_50_200,COPPERFUT,4.25,32.69,0,0.0,0.0,22.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.15
BB_Rev_20_2.0std_mean,XAUUSD,-6.92,15.22,0,0.0,0.0,22.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.0
MA_Cross_SMA_50_200,DOLFUT,-2.59,22.28,0,0.0,0.0,22.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,11.0
RSI_Bands_14_20_50,COPPERFUT,-3.26,22.08,0,0.0,0.0,21.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.85
Donchian_55_20,COPPERFUT,4.01,34.78,0,0.0,0.0,21.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.8
ZScore_60_entry2.0_exit0.0,XAUUSD,-5.55,18.71,0,0.0,0.0,21.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.8
BB_Rev_20_2.5std_upper,SOYFUT,1.25,30.04,0,0.0,0.0,21.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.8
Momentum_126d_th5pct,SOYFUT,8.74,42.82,0,0.0,0.0,21.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.75
MA_Cross_SMA_50_200,BOVA11,6.82,39.71,0,0.0,0.0,21.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.75
Momentum_126d_th5pct,USDBRL,-7.51,16.96,0,0.0,0.0,21.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.6
RSI_Rev_14_25_75,SOYFUT,0.95,30.77,0,0.0,0.0,21.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.6
RSI_Rev_14_25_75,BOVA11,5.64,38.9,0,0.0,0.0,21.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.55
MA_Cross_EMA_20_200,XAUUSD,-11.07,11.4,0,0.0,0.0,21.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.5
BB_Rev_20_2.0std_mean,BOVA11,5.86,40.26,0,0.0,0.0,20.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.4
MomRev_252m_21r_th-5,USDBRL,-7.88,17.78,0,0.0,0.0,20.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.35
MomRev_252m_21r_th-5,SOYFUT,-8.17,17.31,0,0.0,0.0,20.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.35
Triple_MA_SMA_10_50_200,USDBRL,-7.67,18.63,0,0.0,0.0,20.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.3
ZScore_60_entry2.0_exit0.0,IVVB11,-6.18,21.24,0,0.0,0.0,20.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.25
TrendRev_MA200_RSI14_35_65,IVVB11,-8.29,18.52,0,0.0,0.0,20.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.15
MA_Cross_EMA_20_200,SOYFUT,-9.69,16.52,0,0.0,0.0,20.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.1
MA_Cross_SMA_50_200,WTIUSD,-11.86,13.03,0,0.0,0.0,20.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.1
MA_Cross_SMA_50_200,XAUUSD,-11.82,13.14,0,0.0,0.0,20.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.05
BB_Rev_20_2.5std_upper,BOVA11,3.9,39.84,0,0.0,0.0,20.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,10.0
Momentum_252d_th0pct,USDBRL,-6.68,22.47,0,0.0,0.0,19.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.95
Donchian_20_10,WTIUSD,-9.86,17.52,0,0.0,0.0,19.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.9
MA_Filter_SMA_200,COPPERFUT,-11.78,14.48,0,0.0,0.0,19.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.9
BB_Rev_20_2.0std_mean,BTCUSD,7.84,47.17,0,0.0,0.0,19.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.9
Donchian_55_20,COPPERFUT,-12.8,13.15,0,0.0,0.0,19.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.85
TrendRev_MA200_RSI14_35_65,IVVB11,-8.26,20.49,0,0.0,0.0,19.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.85
TrendRev_MA200_RSI14_35_65,SOYFUT,-12.27,15.04,0,0.0,0.0,19.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.7
MA_Cross_SMA_20_200,WTIUSD,-13.42,13.43,0,0.0,0.0,19.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.65
Donchian_20_10,COPPERFUT,1.51,39.13,0,0.0,0.0,19.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.5
MA_Cross_SMA_20_200,XAUUSD,-12.55,15.87,0,0.0,0.0,19.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.5
RSI_Bands_14_20_50,WTIUSD,-9.07,21.79,0,0.0,0.0,18.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.45
TrendRev_MA200_RSI14_35_65,WTIUSD,-6.08,28.2,0,0.0,0.0,18.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.25
Donchian_55_20,WTIUSD,-12.09,18.89,0,0.0,0.0,18.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.15
Donchian_20_10,DOLFUT,-13.42,17.05,0,0.0,0.0,18.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.1
Donchian_20_10,COPPERFUT,-14.26,15.97,0,0.0,0.0,18.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.05
BB_Rev_20_2.5std_upper,SOYFUT,-8.0,26.84,0,0.0,0.0,18.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.0
MA_Filter_SMA_200,XAUUSD,-13.6,17.33,0,0.0,0.0,18.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,9.0
ROC_20_th0,USDBRL,-5.14,31.69,0,0.0,0.0,17.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.95
MA_Cross_SMA_20_200,SOYFUT,1.37,43.07,0,0.0,0.0,17.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.9
ZScore_60_entry2.0_exit0.0,COPPERFUT,-11.62,22.02,0,0.0,0.0,17.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.8
MA_Cross_EMA_20_200,SOYFUT,-2.55,37.91,0,0.0,0.0,17.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.7
MA_Filter_SMA_200,SOYFUT,-12.79,20.98,0,0.0,0.0,17.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.65
RSI_Rev_14_30_70,XAUUSD,-10.59,25.64,0,0.0,0.0,17.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.5
MA_Cross_SMA_50_200,COPPERFUT,-16.21,16.25,0,0.0,0.0,17.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.5
MA_Cross_EMA_20_200,WTIUSD,1.29,46.34,0,0.0,0.0,16.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.35
ZScore_60_entry2.0_exit0.0,SOYFUT,-6.19,34.49,0,0.0,0.0,16.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.3
MA_Filter_EMA_50,DOLFUT,-16.84,17.66,0,0.0,0.0,16.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,8.15
RSI_Rev_14_30_70,SOYFUT,-4.41,39.62,0,0.0,0.0,15.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.95
BB_Rev_20_2.0std_mean,SOYFUT,-14.12,24.76,0,0.0,0.0,15.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.75
Triple_MA_SMA_10_50_200,BOVA11,-16.13,21.71,0,0.0,0.0,15.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.7
RSI_Rev_14_25_75,BTCUSD,18.54,79.46,0,0.0,0.0,15.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.7
RSI_Rev_14_30_70,SOYFUT,-7.83,35.95,0,0.0,0.0,15.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.65
BB_Rev_20_2.0std_mean,SOYFUT,-10.19,32.08,0,0.0,0.0,15.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.65
MA_Cross_SMA_50_200,WTIUSD,1.79,52.39,0,0.0,0.0,15.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.6
TrendRev_MA200_RSI14_35_65,BOVA11,-18.26,19.15,0,0.0,0.0,15.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.55
RSI_Rev_14_30_70,BOVA11,-11.78,30.7,0,0.0,0.0,14.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.45
BB_Rev_20_2.0std_mean,SOYFUT,-11.0,32.08,0,0.0,0.0,14.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.45
BB_Rev_20_2.5std_upper,XAUUSD,-14.35,26.3,0,0.0,0.0,14.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.45
MA_Cross_SMA_50_200,USDBRL,-13.4,29.42,0,0.0,0.0,14.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.25
ZScore_60_entry2.0_exit0.0,BOVA11,-7.17,39.93,0,0.0,0.0,14.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.2
MA_Cross_SMA_50_200,SOYFUT,-17.73,22.93,0,0.0,0.0,14.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.15
MA_Filter_EMA_50,SOYFUT,-9.41,36.81,0,0.0,0.0,14.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.15
MomRev_252m_21r_th-5,IVVB11,-16.86,24.33,0,0.0,0.0,14.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.15
ROC_20_th0,SOYFUT,-6.67,41.45,0,0.0,0.0,14.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.1
MA_Filter_SMA_200,SOYFUT,-3.8,46.7,0,0.0,0.0,14.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.05
MA_Filter_SMA_200,BOVA11,0.77,54.66,0,0.0,0.0,14.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,7.0
MA_Cross_EMA_20_200,USDBRL,-15.34,28.03,0,0.0,0.0,13.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.95
Donchian_55_20,XAUUSD,-20.03,20.28,0,0.0,0.0,13.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.95
RSI_Rev_14_25_75,SOYFUT,-9.48,38.09,0,0.0,0.0,13.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.9
Donchian_20_10,BOVA11,-19.17,22.35,0,0.0,0.0,13.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.85
MomRev_252m_21r_th-5,BOVA11,-8.86,39.84,0,0.0,0.0,13.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.8
RSI_Rev_14_30_70,COPPERFUT,-18.89,23.43,0,0.0,0.0,13.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.75
RSI_Rev_14_25_75,COPPERFUT,-14.45,31.14,0,0.0,0.0,13.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.7
BB_Rev_20_2.5std_upper,BOVA11,-12.81,34.03,0,0.0,0.0,13.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.7
TrendRev_MA200_RSI14_35_65,BTCUSD,-8.53,41.55,0,0.0,0.0,13.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.65
Donchian_20_10,SOYFUT,-19.89,22.5,0,0.0,0.0,13.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.65
MA_Cross_SMA_20_200,USDBRL,-16.31,28.75,0,0.0,0.0,13.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,6.6
